gene_name	EcoliMG1655_LBWB_1	EcoliMG1655_LBWB_2	EcoliMG1655_synnifI4_1	EcoliMG1655_synnifI4_2	N1	N2
ybeM_locusTag_b4581	156	15	245	95	4	105
ybeQ_locusTag_b0644	37	4	92	19	0	17
ybeR_locusTag_b0645	17	0	0	0	0	0
ybeT_locusTag_b0647	17	0	0	6	0	12
ybeU_locusTag_b0648	0	10	15	0	0	16
ybeX_locusTag_b0658	1902	904	1656	944	22	430
ybeY_locusTag_b0659	472	139	814	213	32	343
ybeZ_locusTag_b0660	713	413	1065	497	60	660
ybfA_locusTag_b0699	1099	421	924	693	50	461
ybfB_locusTag_b0702	89	0	0	13	0	9
ybfC_locusTag_b0704	88	17	27	21	0	19
ybfD_locusTag_b0706	72	12	26	13	0	22
ybfE_locusTag_b0685	151	108	300	105	0	41
ybfF_locusTag_b0686	277	82	314	109	29	183
ybfG_locusTag_b0691	9	9	8	0	0	0
ybfI_locusTag_b4636	0	0	0	0	0	0
ybfK_locusTag_b4590	0	0	0	0	0	0
ybfL_locusTag_b0705	189	38	51	31	4	15
ybfP_locusTag_b0689	28	12	54	27	0	19
ybfQ_locusTag_b4514	16	0	11	0	0	0
ybgA_locusTag_b0707	54	39	849	209	0	20
ybgC_locusTag_b0736	318	159	329	72	0	41
ybgD_locusTag_b0719	8	29	25	0	0	0
ybgE_locusTag_b0735	521	260	1393	391	32	616
ybgF_locusTag_b0742	2881	1172	2367	1298	16	185
ybgI_locusTag_b0710	421	129	1057	642	62	322
ybgJ_locusTag_b0711	204	128	895	548	63	237
ybgK_locusTag_b0712	415	172	1370	410	88	275
ybgL_locusTag_b0713	670	152	1337	559	37	265
ybgO_locusTag_b0716	35	0	0	10	0	18
ybgP_locusTag_b0717	25	0	10	0	0	0
ybgQ_locusTag_b0718	0	0	43	0	0	35
ybgS_locusTag_b0753	277	126	4091	875	16	85
ybhA_locusTag_b0766	203	157	316	138	0	40
ybhB_locusTag_b0773	170	66	332	268	0	1
ybhC_locusTag_b0772	786	290	1019	666	23	158
ybhD_locusTag_b0768	23	0	40	0	0	4
ybhF_locusTag_b0794	171	91	459	297	0	33
ybhG_locusTag_b0795	89	20	297	195	25	33
ybhH_locusTag_b0769	0	0	0	0	0	1
ybhI_locusTag_b0770	20	0	36	17	0	8
ybhJ_locusTag_b0771	57	11	72	22	0	12
ybhK_locusTag_b0780	383	260	454	400	20	83
ybhL_locusTag_b0786	625	203	1387	518	87	778
ybhM_locusTag_b0787	18	11	53	45	0	23
ybhN_locusTag_b0788	49	14	190	167	0	21
ybhP_locusTag_b0790	119	22	670	303	2	10
ybhQ_locusTag_b0791	126	23	140	98	0	22
ybhR_locusTag_b0792	127	19	440	206	12	9
ybhS_locusTag_b0793	109	25	280	158	0	14
ybiA_locusTag_b0798	16	47	61	15	0	20
ybiB_locusTag_b0800	241	140	508	365	63	273
ybiC_locusTag_b0801	580	261	1020	559	28	246
ybiH_locusTag_b0796	82	55	326	60	0	35
ybiI_locusTag_b0803	51	12	305	111	0	0
ybiJ_locusTag_b0802	108	4	301	175	5	58
ybiO_locusTag_b0808	394	132	999	404	16	367
ybiP_locusTag_b0815	78	30	543	159	1	133
ybiR_locusTag_b0818	208	136	351	170	17	101
ybiT_locusTag_b0820	1691	704	1913	1122	59	1000
ybiU_locusTag_b0821	55	23	147	106	0	31
ybiV_locusTag_b0822	67	6	126	55	24	56
ybiW_locusTag_b0823	72	8	47	69	13	14
ybiX_locusTag_b0804	28	0	12	13	0	13
ybiY_locusTag_b0824	0	12	0	0	0	0
ybjC_locusTag_b0850	135	78	125	48	13	91
ybjD_locusTag_b0876	125	36	449	133	34	169
ybjE_locusTag_b0874	204	83	365	110	0	36
ybjG_locusTag_b0841	139	97	262	105	18	52
ybjH_locusTag_b0843	64	26	18	40	0	20
ybjI_locusTag_b0844	153	33	159	101	12	90
ybjJ_locusTag_b0845	140	88	257	95	18	121
ybjL_locusTag_b0847	688	416	1312	672	39	625
ybjM_locusTag_b0848	523	184	262	100	41	381
ybjN_locusTag_b0853	472	247	609	373	15	106
ybjO_locusTag_b0858	45	26	122	102	0	10
ybjP_locusTag_b0865	200	73	900	214	24	86
ybjQ_locusTag_b0866	81	51	288	216	0	136
ybjS_locusTag_b0868	529	170	489	229	3	67
ybjT_locusTag_b0869	627	165	1303	515	3	86
ybjX_locusTag_b0877	1253	524	1469	500	63	334
ycaC_locusTag_b0897	276	70	2390	1139	7	2
ycaD_locusTag_b0898	167	68	305	134	7	194
ycaI_locusTag_b0913	155	13	209	134	23	136
ycaK_locusTag_b0901	0	0	0	26	0	0
ycaL_locusTag_b0909	105	43	174	96	0	26
ycaM_locusTag_b0899	46	0	19	16	16	23
ycaN_locusTag_b0900	101	28	77	55	3	57
ycaO_locusTag_b0905	462	269	806	370	5	80
ycaP_locusTag_b0906	61	8	412	266	0	38
ycaQ_locusTag_b0916	188	105	177	142	0	27
ycaR_locusTag_b0917	27	6	0	34	14	41
ycbC_locusTag_b0920	107	39	139	30	0	65
ycbF_locusTag_b0944	91	30	80	53	13	36
ycbJ_locusTag_b0919	886	232	847	519	39	816
ycbK_locusTag_b0926	3582	1158	3964	1774	89	1667
ycbL_locusTag_b0927	4947	1708	4474	2648	177	2145
ycbU_locusTag_b0942	4	12	8	0	0	6
ycbV_locusTag_b0943	35	0	27	12	2	8
ycbX_locusTag_b0947	319	106	308	232	15	315
ycbZ_locusTag_b0955	1685	645	1879	1001	80	387
yccA_locusTag_b0970	1582	989	4013	1892	244	2339
yccE_locusTag_b1001	36	53	41	71	0	10
yccF_locusTag_b0961	80	22	56	18	0	45
yccJ_locusTag_b1003	135	119	951	502	28	129
yccM_locusTag_b0992	130	28	114	27	7	38
yccS_locusTag_b0960	585	243	896	479	26	97
yccT_locusTag_b0964	15	21	61	0	0	17
yccU_locusTag_b0965	176	71	662	463	19	198
yccX_locusTag_b0968	77	0	280	238	0	95
ycdT_locusTag_b1025	2810	1290	494	291	17	157
ycdU_locusTag_b1029	27	7	9	0	0	7
ycdX_locusTag_b1034	303	160	530	290	28	310
ycdY_locusTag_b1035	303	205	438	371	6	333
ycdZ_locusTag_b1036	201	126	374	95	13	78
yceA_locusTag_b1055	112	46	182	90	0	38
yceB_locusTag_b1063	498	220	389	308	20	176
yceD_locusTag_b1088	2087	935	2497	1253	35	823
yceF_locusTag_b1087	667	350	1386	1268	2	333
yceG_locusTag_b1097	248	148	365	204	12	178
yceH_locusTag_b1067	178	65	354	169	70	322
yceI_locusTag_b1056	28	0	115	47	1	14
yceJ_locusTag_b1057	45	0	0	0	0	20
yceK_locusTag_b1050	38	8	54	32	0	27
yceM_locusTag_b1068	261	161	530	221	72	414
yceO_locusTag_b1058	20	0	4	12	0	6
yceQ_locusTag_b1085	0	0	0	10	0	0
ycfH_locusTag_b1100	494	124	1908	866	5	137
ycfJ_locusTag_b1110	333	118	323	145	31	169
ycfL_locusTag_b1104	95	43	353	101	20	147
ycfP_locusTag_b1108	517	290	1597	648	12	302
ycfQ_locusTag_b1111	274	40	218	145	27	368
ycfT_locusTag_b1115	20	0	8	28	0	8
ycfZ_locusTag_b1121	68	0	0	0	0	0
ycgB_locusTag_b1188	394	200	7085	2728	26	257
ycgG_locusTag_b1168	11	0	20	63	0	10
ycgH_locusTag_b4491	196	115	92	36	21	71
ycgI_locusTag_b4521	0	0	15	0	0	11
ycgJ_locusTag_b1177	91	34	194	93	6	79
ycgL_locusTag_b1179	40	29	112	30	7	16
ycgM_locusTag_b1180	338	158	814	420	73	232
ycgN_locusTag_b1181	276	86	363	142	9	87
ycgR_locusTag_b1194	11	13	34	0	0	0
ycgV_locusTag_b1202	590	139	879	558	48	572
ycgX_locusTag_b1161	71	49	95	49	4	11
ycgY_locusTag_b1196	7	0	50	29	0	0
ycgZ_locusTag_b1164	0	0	31	6	0	4
ychA_locusTag_b1214	883	320	899	413	71	545
ychE_locusTag_b1242	179	110	150	121	22	64
ychF_locusTag_b1203	615	245	561	201	40	235
ychH_locusTag_b1205	344	91	1744	954	14	74
ychJ_locusTag_b1233	176	93	269	154	19	209
ychN_locusTag_b1219	154	97	309	167	0	56
ychO_locusTag_b1220	445	138	692	315	28	298
ychQ_locusTag_b1213	62	46	91	130	0	39
yciA_locusTag_b1253	156	67	283	69	0	41
yciB_locusTag_b1254	303	153	826	326	17	290
yciC_locusTag_b1255	345	216	441	239	3	85
yciE_locusTag_b1257	12	4	138	48	0	12
yciF_locusTag_b1258	17	0	332	48	0	3
yciG_locusTag_b1259	106	23	1162	713	0	0
yciH_locusTag_b1282	49	42	62	7	8	14
yciI_locusTag_b1251	238	127	438	188	2	21
yciK_locusTag_b1271	238	58	408	108	43	372
yciM_locusTag_b1280	938	365	1188	642	49	568
yciN_locusTag_b1273	298	87	681	257	0	156
yciO_locusTag_b1267	255	96	321	292	30	168
yciQ_locusTag_b1268	286	105	450	168	1	111
yciS_locusTag_b1279	153	128	373	173	22	375
yciT_locusTag_b1284	2224	879	611	185	20	463
yciU_locusTag_b1248	256	74	485	185	11	123
yciV_locusTag_b1266	244	108	424	224	7	19
yciW_locusTag_b1287	1281	481	1269	518	6	457
yciX_locusTag_b4523	43	0	75	11	0	71
yciY_locusTag_b4595	448	90	409	240	0	77
yciZ_locusTag_b4596	210	124	88	105	4	90
ycjD_locusTag_b1289	56	26	141	80	0	23
ycjF_locusTag_b1322	206	99	348	110	10	444
ycjG_locusTag_b1325	644	178	1161	714	52	525
ycjM_locusTag_b1309	6	0	27	34	8	176
ycjN_locusTag_b1310	0	0	0	0	7	106
ycjO_locusTag_b1311	0	0	5	7	0	4
ycjP_locusTag_b1312	0	0	0	0	0	4
ycjQ_locusTag_b1313	16	19	20	10	0	19
ycjR_locusTag_b1314	7	0	0	13	6	25
ycjS_locusTag_b1315	13	0	4	3	0	17
ycjT_locusTag_b1316	70	11	111	13	0	82
ycjU_locusTag_b1317	0	0	0	0	0	0
ycjV_locusTag_b4524	18	10	0	5	0	4
ycjW_locusTag_b1320	119	25	146	17	0	0
ycjX_locusTag_b1321	544	261	389	177	59	853
ycjY_locusTag_b1327	23	41	55	36	0	11
ydaE_locusTag_b4526	0	0	0	0	0	0
ydaF_locusTag_b4527	7	0	5	20	3	0
ydaG_locusTag_b1355	13	0	19	0	0	33
ydaM_locusTag_b1341	180	53	520	361	0	39
ydaN_locusTag_b1342	111	150	371	225	23	98
ydaQ_locusTag_b1346	0	0	0	0	0	0
ydaS_locusTag_b1357	0	0	19	0	0	0
ydaT_locusTag_b1358	0	0	0	0	0	0
ydaU_locusTag_b1359	49	24	51	20	0	23
ydaV_locusTag_b1360	13	0	13	38	0	8
ydaW_locusTag_b1361	1	0	18	0	0	17
ydaY_locusTag_b1366	25	11	24	25	0	20
ydbA_locusTag_b4492_1	188	60	131	174	13	134
ydbA_locusTag_b4492_2	0	0	2	0	0	0
ydbA_locusTag_b4492_3	762	224	966	438	146	905
ydbC_locusTag_b1406	116	76	393	240	0	93
ydbD_locusTag_b1407	56	36	115	61	6	13
ydbH_locusTag_b1381	373	159	478	208	2	34
ydbJ_locusTag_b4529	320	223	1872	1200	11	174
ydbL_locusTag_b1383	62	0	73	29	6	24
ydcA_locusTag_b1419	287	74	117	90	0	23
ydcC_locusTag_b1460	11	5	0	18	0	3
ydcD_locusTag_b1457	60	10	52	0	0	23
ydcF_locusTag_b1414	274	118	607	108	13	195
ydcH_locusTag_b1426	13	35	47	76	0	7
ydcI_locusTag_b1422	42	23	180	26	5	4
ydcJ_locusTag_b1423	63	14	210	62	0	38
ydcK_locusTag_b1428	90	76	525	426	20	60
ydcL_locusTag_b1431	105	50	248	135	5	47
ydcN_locusTag_b1434	79	63	90	22	0	162
ydcO_locusTag_b1433	147	47	153	51	9	98
ydcP_locusTag_b1435	593	129	647	193	1	134
ydcR_locusTag_b1439	190	91	221	163	3	67
ydcS_locusTag_b1440	121	106	1633	500	11	41
ydcT_locusTag_b1441	69	22	557	218	0	29
ydcU_locusTag_b1442	85	41	355	174	3	36
ydcV_locusTag_b1443	6	18	317	182	0	0
ydcX_locusTag_b1445	47	19	90	22	0	34
ydcY_locusTag_b1446	1520	586	972	503	60	367
ydcZ_locusTag_b1447	182	56	183	151	4	93
yddA_locusTag_b1496	0	0	0	0	0	0
yddB_locusTag_b1495	1	12	26	10	0	17
yddE_locusTag_b1464	426	169	851	283	11	165
yddG_locusTag_b1473	135	70	137	63	0	51
yddH_locusTag_b1462	9	0	99	80	2	1
yddK_locusTag_b1471	0	12	13	0	0	0
yddL_locusTag_b1472	0	0	0	0	0	0
yddM_locusTag_b1477	191	95	747	485	46	425
yddW_locusTag_b1491	183	77	739	451	0	43
ydeA_locusTag_b1528	247	123	642	308	3	129
ydeE_locusTag_b1534	118	39	235	129	1	41
ydeI_locusTag_b1536	127	36	756	395	15	21
ydeJ_locusTag_b1537	17	0	445	71	6	16
ydeM_locusTag_b1497	23	5	0	0	0	0
ydeN_locusTag_b1498	48	36	36	0	0	10
ydeO_locusTag_b1499	17	6	0	0	0	8
ydeP_locusTag_b1501	91	51	137	18	30	86
ydeQ_locusTag_b1502	6	0	12	0	0	0
ydeR_locusTag_b1503	0	0	8	0	0	0
ydeS_locusTag_b1504	0	0	3	0	6	0
ydeT_locusTag_b1505	5	8	6	13	3	8
ydfA_locusTag_b1571	0	0	0	0	0	0
ydfB_locusTag_b1572	0	0	0	0	0	0
ydfC_locusTag_b1573	0	0	10	0	0	8
ydfD_locusTag_b1576	0	0	0	0	0	0
ydfE_locusTag_b1577	0	0	0	0	0	0
ydfG_locusTag_b1539	1121	477	2005	859	79	689
ydfI_locusTag_b1542	29	0	85	22	0	28
ydfJ_locusTag_b4600_1	0	0	0	0	0	3
ydfJ_locusTag_b4600_2	12	0	52	18	0	53
ydfK_locusTag_b1544	859	521	3649	2122	56	367
ydfO_locusTag_b1549	48	0	40	0	0	7
ydfR_locusTag_b1555	10	0	0	0	0	5
ydfU_locusTag_b1560	53	41	96	40	0	55
ydfV_locusTag_b1565	0	0	0	19	0	2
ydfX_locusTag_b1568	0	0	0	0	0	0
ydfZ_locusTag_b1541	2056	509	5763	4642	57	448
ydgA_locusTag_b1614	1681	434	5816	2293	97	767
ydgC_locusTag_b1607	40	53	196	138	23	29
ydgD_locusTag_b1598	195	40	849	416	20	137
ydgH_locusTag_b1604	1396	562	1894	966	24	483
ydgI_locusTag_b1605	347	110	329	135	0	27
ydgJ_locusTag_b1624	708	333	1278	577	20	174
ydgK_locusTag_b1626	142	11	189	159	16	109
ydgU_locusTag_b4601	0	0	0	0	0	0
ydhB_locusTag_b1659	158	47	413	165	21	62
ydhC_locusTag_b1660	14	20	93	56	0	35
ydhF_locusTag_b1647	247	92	908	431	26	98
ydhI_locusTag_b1643	59	25	52	73	0	47
ydhJ_locusTag_b1644	43	16	16	39	0	49
ydhK_locusTag_b1645	114	13	73	48	0	28
ydhL_locusTag_b1648	54	11	74	76	3	50
ydhP_locusTag_b1657	339	64	527	292	23	250
ydhQ_locusTag_b1664	925	346	2916	2095	46	504
ydhR_locusTag_b1667	269	93	735	171	32	203
ydhS_locusTag_b1668	136	29	1388	473	0	113
ydhT_locusTag_b1669	70	19	175	69	19	57
ydhU_locusTag_b1670	28	27	63	1	0	15
ydhV_locusTag_b1673	77	0	102	62	38	4
ydhW_locusTag_b1672	77	24	42	71	2	29
ydhX_locusTag_b1671	23	11	20	55	0	12
ydhY_locusTag_b1674	0	1	27	0	4	64
ydhZ_locusTag_b1675	111	75	287	345	5	60
ydiB_locusTag_b1692	0	0	18	0	0	0
ydiE_locusTag_b1705	47	17	11	8	9	8
ydiF_locusTag_b1694	8	0	0	0	0	7
ydiH_locusTag_b1685	3470	1491	7486	3577	75	986
ydiJ_locusTag_b1687	4904	2304	5167	2531	11	282
ydiK_locusTag_b1688	517	330	1041	478	29	371
ydiL_locusTag_b1689	7	0	0	0	0	0
ydiM_locusTag_b1690	0	0	0	0	0	0
ydiN_locusTag_b1691	0	0	0	6	0	0
ydiO_locusTag_b1695	12	16	4	30	0	47
ydiP_locusTag_b1696	106	70	82	51	9	37
ydiQ_locusTag_b1697	8	0	4	0	0	13
ydiR_locusTag_b1698	53	14	52	28	0	6
ydiS_locusTag_b1699	35	36	25	22	0	32
ydiT_locusTag_b1700	0	0	0	0	0	0
ydiU_locusTag_b1706	138	130	516	365	14	121
ydiV_locusTag_b1707	1023	484	712	406	20	101
ydiY_locusTag_b1722	25	14	64	14	0	68
ydiZ_locusTag_b1724	94	22	722	368	17	135
ydjA_locusTag_b1765	241	104	847	367	54	107
ydjE_locusTag_b1769	23	0	30	26	0	13
ydjF_locusTag_b1770	99	56	124	47	0	21
ydjG_locusTag_b1771	32	4	44	62	0	18
ydjH_locusTag_b1772	7	10	13	0	0	7
ydjI_locusTag_b1773	15	0	27	0	1	2
ydjJ_locusTag_b1774	7	0	0	0	0	27
ydjK_locusTag_b1775	9	0	1	4	0	11
ydjL_locusTag_b1776	12	0	0	11	0	3
ydjM_locusTag_b1728	128	12	45	15	12	124
ydjN_locusTag_b1729	960	361	604	99	17	235
ydjO_locusTag_b1730	0	0	0	6	0	0
ydjX_locusTag_b1750	180	129	101	24	4	28
ydjY_locusTag_b1751	425	151	280	199	0	70
ydjZ_locusTag_b1752	193	42	111	59	0	32
yeaC_locusTag_b1777	14	12	181	56	0	11
yeaD_locusTag_b1780	704	220	433	196	7	64
yeaE_locusTag_b1781	90	58	93	32	0	84
yeaG_locusTag_b1783	16928	8792	27398	9453	1849	35110
yeaH_locusTag_b1784	5434	2788	11465	4466	299	7087
yeaI_locusTag_b1785	446	190	163	42	0	75
yeaJ_locusTag_b1786	109	68	206	147	0	60
yeaK_locusTag_b1787	265	76	321	177	6	114
yeaL_locusTag_b1789	93	20	107	37	0	55
yeaM_locusTag_b1790	215	74	207	46	1	131
yeaN_locusTag_b1791	17	9	37	56	0	30
yeaO_locusTag_b1792	154	11	182	91	0	35
yeaP_locusTag_b1794	1070	379	577	455	0	303
yeaQ_locusTag_b1795	246	66	2605	1306	24	141
yeaR_locusTag_b1797	0	0	0	0	1	0
yeaV_locusTag_b1801	19	0	12	0	0	15
yeaW_locusTag_b1802	11	0	11	11	3	0
yeaX_locusTag_b1803	53	25	46	76	7	41
yeaY_locusTag_b1806	312	52	454	341	8	140
yebB_locusTag_b1862	51	28	6	34	11	12
yebC_locusTag_b1864	956	256	1376	755	43	912
yebE_locusTag_b1846	237	52	453	187	19	497
yebF_locusTag_b1847	349	191	1624	822	75	664
yebG_locusTag_b1848	833	464	1327	426	102	1426
yebK_locusTag_b1853	384	35	280	183	25	138
yebO_locusTag_b1825	594	217	822	490	15	191
yebQ_locusTag_b1828	60	0	109	34	0	24
yebS_locusTag_b1833	171	69	510	276	17	105
yebT_locusTag_b1834	566	139	1665	587	7	168
yebV_locusTag_b1836	444	131	3274	2335	30	240
yebW_locusTag_b1837	196	45	823	731	2	91
yebY_locusTag_b1839	235	21	84	18	11	144
yebZ_locusTag_b1840	433	116	235	60	23	390
yecA_locusTag_b1908	1032	341	1924	1193	71	869
yecC_locusTag_b1917	341	152	775	238	16	190
yecD_locusTag_b1867	207	74	357	140	32	82
yecE_locusTag_b1868	285	96	306	128	2	43
yecF_locusTag_b1915	0	30	2	9	0	39
yecH_locusTag_b1906	225	108	265	193	17	221
yecJ_locusTag_b4537	68	49	163	42	9	28
yecM_locusTag_b1875	147	132	137	139	22	116
yecN_locusTag_b1869	497	126	600	416	21	381
yecR_locusTag_b1904	13	7	26	4	4	0
yecS_locusTag_b1918	128	69	336	155	24	72
yecT_locusTag_b1877	25	0	0	35	0	13
yedA_locusTag_b1959	14	41	53	52	0	17
yedD_locusTag_b1928	774	249	729	323	20	158
yedE_locusTag_b1929	242	168	455	145	12	72
yedF_locusTag_b1930	42	0	23	0	0	28
yedI_locusTag_b1958	339	134	1144	781	11	246
yedJ_locusTag_b1962	474	144	768	408	22	207
yedK_locusTag_b1931	9	0	52	30	0	10
yedL_locusTag_b1932	7003	2440	4610	3139	5	879
yedN_locusTag_b4495	15	15	0	7	0	10
yedP_locusTag_b1955	140	64	1631	788	0	31
yedQ_locusTag_b1956	591	300	1355	758	22	249
yedR_locusTag_b1963	96	101	207	170	38	79
yedS_locusTag_b4496	54	17	178	176	0	42
yedV_locusTag_b1968	186	185	347	119	0	67
yedW_locusTag_b1969	79	67	90	58	0	72
yedY_locusTag_b1971	70	17	293	199	13	68
yedZ_locusTag_b1972	47	7	162	63	0	18
yeeA_locusTag_b2008	200	105	821	385	8	145
yeeD_locusTag_b2012	375	147	226	120	27	275
yeeE_locusTag_b2013	396	145	265	111	38	371
yeeH_locusTag_b4639	17	0	40	0	0	21
yeeJ_locusTag_b1978	709	316	777	277	53	289
yeeL_locusTag_b4497	46	18	0	30	0	21
yeeN_locusTag_b1983	559	233	355	133	19	221
yeeO_locusTag_b1985	2589	1100	1939	957	65	1227
yeeP_locusTag_b1999	76	33	113	39	0	11
yeeR_locusTag_b2001	98	53	82	8	0	42
yeeS_locusTag_b2002	8	0	10	0	0	0
yeeT_locusTag_b2003	0	0	0	0	0	0
yeeW_locusTag_b2006	39	19	24	0	0	0
yeeX_locusTag_b2007	1092	568	3231	962	22	932
yeeY_locusTag_b2015	275	119	598	306	61	552
yeeZ_locusTag_b2016	1023	471	1328	672	227	1517
yefM_locusTag_b2017	173	100	160	94	72	753
yegD_locusTag_b2069	128	42	253	135	1	62
yegE_locusTag_b2067	360	148	1651	649	1	56
yegH_locusTag_b2063	401	209	638	291	9	74
yegI_locusTag_b2070	76	70	215	55	0	25
yegJ_locusTag_b2071	11	0	27	9	0	1
yegK_locusTag_b2072	9	12	20	0	0	16
yegL_locusTag_b2073	20	5	23	8	0	0
yegP_locusTag_b2080	110	14	560	179	3	78
yegQ_locusTag_b2081	578	302	1008	315	3	124
yegR_locusTag_b2085	8	0	26	0	0	13
yegS_locusTag_b2086	62	55	539	386	0	25
yegT_locusTag_b2098	0	12	40	14	0	18
yegU_locusTag_b2099	34	10	18	26	5	27
yegV_locusTag_b2100	52	32	58	86	14	14
yegW_locusTag_b2101	316	20	140	80	8	66
yegX_locusTag_b2102	180	124	77	80	5	20
yegZ_locusTag_b2083	0	0	8	15	6	5
yehA_locusTag_b2108	27	0	16	0	0	7
yehB_locusTag_b2109	57	28	42	33	0	30
yehC_locusTag_b2110	0	0	0	0	0	0
yehD_locusTag_b2111	5	12	13	0	0	9
yehE_locusTag_b2112	89	37	192	143	0	65
yehH_locusTag_b4499	100	41	125	54	6	40
yehI_locusTag_b2118	119	29	75	30	0	19
yehK_locusTag_b4541	0	0	0	0	0	0
yehL_locusTag_b2119	8	0	18	0	0	5
yehM_locusTag_b2120	43	0	33	52	1	10
yehP_locusTag_b2121	0	14	24	12	0	49
yehQ_locusTag_b2122	81	16	146	12	0	22
yehR_locusTag_b2123	10	0	13	0	0	0
yehS_locusTag_b2124	177	90	311	87	17	146
yehT_locusTag_b2125	85	51	94	109	0	15
yehU_locusTag_b2126	172	73	113	26	0	10
yehW_locusTag_b2128	109	43	527	346	0	22
yehX_locusTag_b2129	39	6	489	166	0	21
yehY_locusTag_b2130	53	15	877	328	0	22
yeiB_locusTag_b2152	380	210	638	278	41	198
yeiE_locusTag_b2157	182	81	407	207	20	114
yeiG_locusTag_b2154	756	175	1382	829	14	78
yeiH_locusTag_b2158	58	108	143	94	3	26
yeiI_locusTag_b2160	129	63	466	234	0	33
yeiL_locusTag_b2163	6	0	34	0	0	11
yeiP_locusTag_b2171	260	146	235	38	0	83
yeiQ_locusTag_b2172	56	12	36	40	0	21
yeiR_locusTag_b2173	103	50	230	45	0	11
yeiS_locusTag_b2145	27	3	41	9	0	1
yeiW_locusTag_b4502	46	14	47	7	1	3
yejA_locusTag_b2177	328	201	636	223	21	201
yejB_locusTag_b2178	157	76	378	101	9	47
yejE_locusTag_b2179	74	34	85	76	0	12
yejF_locusTag_b2180	433	139	628	115	14	29
yejG_locusTag_b2181	101	43	464	161	0	19
yejH_locusTag_b2184	179	124	319	150	2	81
yejK_locusTag_b2186	667	209	603	350	8	236
yejL_locusTag_b2187	177	17	141	114	5	91
yejM_locusTag_b2188	1014	341	1213	663	45	429
yejO_locusTag_b2190_1	21	0	0	0	0	0
yejO_locusTag_b2190_2	301	122	636	222	46	209
yfaA_locusTag_b2230	110	7	67	75	0	8
yfaD_locusTag_b2244	21	0	41	4	0	24
yfaE_locusTag_b2236	76	36	162	47	0	15
yfaH_locusTag_b2238	0	0	0	0	0	0
yfaL_locusTag_b2233	458	119	555	347	34	261
yfaP_locusTag_b2225	10	9	30	0	0	18
yfaQ_locusTag_b2226	81	28	101	28	0	28
yfaS_locusTag_b4500	141	36	92	136	3	79
yfaT_locusTag_b2229	0	0	0	0	0	0
yfaY_locusTag_b2249	647	206	1106	446	32	407
yfaZ_locusTag_b2250	27	32	41	21	0	10
yfbK_locusTag_b2270	71	34	31	12	0	57
yfbL_locusTag_b2271	0	0	0	0	0	0
yfbM_locusTag_b2272	0	37	24	25	0	0
yfbN_locusTag_b2273	30	0	0	0	0	15
yfbO_locusTag_b2274	13	0	0	7	0	11
yfbP_locusTag_b2275	33	13	68	49	0	24
yfbR_locusTag_b2291	315	124	369	149	1	130
yfbS_locusTag_b2292	704	288	993	544	70	484
yfbT_locusTag_b2293	346	303	715	329	26	268
yfbU_locusTag_b2294	315	64	701	161	18	328
yfbV_locusTag_b2295	509	305	956	515	90	373
yfcA_locusTag_b2327	378	70	346	175	3	21
yfcC_locusTag_b2298	526	408	216	76	6	59
yfcD_locusTag_b2299	447	128	828	346	24	266
yfcE_locusTag_b2300	234	154	581	235	53	149
yfcF_locusTag_b2301	77	84	391	126	0	68
yfcG_locusTag_b2302	14	0	345	196	0	0
yfcH_locusTag_b2304	501	233	1268	625	67	333
yfcI_locusTag_b2305	695	143	355	242	43	209
yfcJ_locusTag_b2322	66	37	108	70	0	58
yfcL_locusTag_b2325	431	241	365	102	0	0
yfcO_locusTag_b2332	369	84	267	106	53	106
yfcP_locusTag_b2333	6	0	0	0	0	18
yfcQ_locusTag_b2334	0	0	0	0	0	0
yfcR_locusTag_b2335	0	0	18	0	0	13
yfcS_locusTag_b2336	25	0	63	0	0	14
yfcU_locusTag_b4661	91	13	137	87	10	100
yfcV_locusTag_b2339	0	8	0	18	0	13
yfcZ_locusTag_b2343	510	209	383	191	25	320
yfdC_locusTag_b2347	42	16	485	321	0	57
yfdE_locusTag_b2371	39	0	66	38	0	7
yfdF_locusTag_b2345	9	1	11	13	3	4
yfdK_locusTag_b2354	15	0	20	20	11	19
yfdL_locusTag_b2355	7	0	0	0	0	6
yfdM_locusTag_b2356	0	0	0	0	0	0
yfdN_locusTag_b2357	9	0	0	0	0	0
yfdP_locusTag_b2359	8	0	13	0	0	0
yfdQ_locusTag_b2360	11	0	33	27	0	16
yfdR_locusTag_b2361	0	0	0	0	0	0
yfdS_locusTag_b2362	0	0	0	0	0	0
yfdT_locusTag_b2363	0	0	0	0	0	10
yfdV_locusTag_b2372	0	0	22	0	0	13
yfdX_locusTag_b2375	37	18	44	16	7	35
yfdY_locusTag_b2377	184	45	245	308	17	127
yfeA_locusTag_b2395	322	112	470	223	0	106
yfeC_locusTag_b2398	322	53	400	110	0	113
yfeD_locusTag_b2399	120	7	151	52	0	56
yfeH_locusTag_b2410	396	216	332	306	33	127
yfeK_locusTag_b2419	41	5	77	68	0	33
yfeN_locusTag_b2408	13	1	43	4	0	8
yfeO_locusTag_b2389	60	16	166	77	0	39
yfeR_locusTag_b2409	57	35	109	56	0	59
yfeS_locusTag_b2420	155	80	169	101	0	46
yfeW_locusTag_b2430	40	4	73	23	0	15
yfeX_locusTag_b2431	998	557	1458	601	110	704
